Order_ID,Product_ID,Quantity,Discount,Sales,Profit
ORD000025,PROD0028,3,0.05,5130.0,2280.0
ORD000025,PROD0015,1,0.0,8500.0,3500.0
ORD000026,PROD0017,3,0.0,1350.0,690.0
ORD000026,PROD0010,4,0.2,70400.0,6400.0
ORD000027,PROD0009,2,0.0,110000.0,26000.0
ORD000028,PROD0025,3,0.1,9450.0,4050.0
ORD000029,PROD0017,2,0.15,765.0,325.0
ORD000029,PROD0004,1,0.1,1080.0,430.0
ORD000029,PROD0003,1,0.2,84000.0,-1000.0
ORD000029,PROD0006,1,0.1,1980.0,780.0
ORD000030,PROD0003,2,0.1,189000.0,19000.0
ORD000031,PROD0016,1,0.0,7000.0,2800.0
ORD000031,PROD0027,2,0.2,10400.0,2600.0
ORD000031,PROD0018,1,0.2,520.0,190.0
ORD000031,PROD0003,2,0.2,168000.0,-2000.0
ORD000032,PROD0024,3,0.2,10080.0,3480.0
ORD000032,PROD0019,1,0.05,14250.0,3750.0
ORD000032,PROD0021,2,0.0,3600.0,1700.0
ORD000033,PROD0018,3,0.05,1852.5,862.5
ORD000034,PROD0008,2,0.0,30000.0,9000.0
ORD000034,PROD0027,2,0.15,11050.0,3250.0
ORD000035,PROD0017,1,0.0,450.0,230.0
ORD000036,PROD0015,1,0.2,6800.0,1800.0
ORD000036,PROD0024,2,0.0,8400.0,4000.0
ORD000037,PROD0013,1,0.15,13600.0,3600.0
ORD000038,PROD0019,1,0.1,13500.0,3000.0
ORD000039,PROD0008,4,0.1,54000.0,12000.0
ORD000040,PROD0019,5,0.0,75000.0,22500.0
ORD000041,PROD0028,1,0.0,1800.0,850.0
ORD000042,PROD0014,1,0.0,28000.0,9000.0
ORD000043,PROD0011,1,0.0,12000.0,4500.0
ORD000043,PROD0027,3,0.15,16575.0,4875.0
ORD000044,PROD0010,1,0.0,22000.0,6000.0
ORD000045,PROD0023,1,0.05,2375.0,1075.0
ORD000046,PROD0011,4,0.2,38400.0,8400.0
ORD000047,PROD0016,1,0.05,6650.0,2450.0
ORD000047,PROD0007,1,0.05,20900.0,5400.0
ORD000048,PROD0023,1,0.15,2125.0,825.0
ORD000049,PROD0019,1,0.0,15000.0,4500.0
ORD000049,PROD0008,2,0.0,30000.0,9000.0
ORD000050,PROD0021,1,0.2,1440.0,490.0
ORD000050,PROD0011,4,0.2,38400.0,8400.0
ORD000051,PROD0003,1,0.0,105000.0,20000.0
ORD000051,PROD0012,1,0.0,18000.0,7000.0
ORD000051,PROD0021,3,0.2,4320.0,1470.0
ORD000051,PROD0010,1,0.1,19800.0,3800.0
ORD000052,PROD0006,1,0.2,1760.0,560.0
ORD000053,PROD0004,1,0.15,1020.0,370.0
ORD000053,PROD0013,2,0.15,27200.0,7200.0
ORD000053,PROD0010,1,0.1,19800.0,3800.0
ORD000054,PROD0016,1,0.0,7000.0,2800.0
ORD000054,PROD0006,1,0.05,2090.0,890.0
ORD000054,PROD0015,5,0.15,36125.0,11125.0
ORD000055,PROD0001,1,0.0,85000.0,17000.0
ORD000056,PROD0017,1,0.2,360.0,140.0
ORD000057,PROD0003,3,0.15,267750.0,12750.0
ORD000058,PROD0002,3,0.1,175500.0,22500.0
ORD000059,PROD0015,1,0.2,6800.0,1800.0
ORD000059,PROD0011,3,0.0,36000.0,13500.0
ORD000059,PROD0021,1,0.0,1800.0,850.0
ORD000059,PROD0007,1,0.0,22000.0,6500.0
ORD000060,PROD0002,2,0.0,130000.0,28000.0
ORD000060,PROD0007,1,0.0,22000.0,6500.0
ORD000060,PROD0022,1,0.0,900.0,450.0
ORD000061,PROD0007,1,0.2,17600.0,2100.0
ORD000062,PROD0004,1,0.0,1200.0,550.0
ORD000063,PROD0015,1,0.1,7650.0,2650.0
ORD000063,PROD0004,1,0.0,1200.0,550.0
ORD000064,PROD0001,1,0.2,68000.0,0.0
ORD000064,PROD0019,1,0.05,14250.0,3750.0
ORD000065,PROD0023,2,0.15,4250.0,1650.0
ORD000066,PROD0021,2,0.0,3600.0,1700.0
ORD000066,PROD0023,1,0.2,2000.0,700.0
ORD000066,PROD0001,3,0.1,229500.0,25500.0
ORD000067,PROD0025,1,0.0,3500.0,1700.0
ORD000068,PROD0012,3,0.0,54000.0,21000.0
ORD000068,PROD0004,3,0.2,2880.0,930.0
ORD000069,PROD0024,3,0.0,12600.0,6000.0
ORD000070,PROD0004,1,0.0,1200.0,550.0
ORD000070,PROD0015,1,0.05,8075.0,3075.0
ORD000071,PROD0018,2,0.2,1040.0,380.0
ORD000071,PROD0004,1,0.2,960.0,310.0
ORD000072,PROD0025,2,0.0,7000.0,3400.0
ORD000072,PROD0024,1,0.0,4200.0,2000.0
ORD000073,PROD0025,3,0.1,9450.0,4050.0
ORD000073,PROD0017,1,0.1,405.0,185.0
ORD000074,PROD0021,2,0.1,3240.0,1340.0
ORD000075,PROD0008,1,0.0,15000.0,4500.0
ORD000076,PROD0015,3,0.0,25500.0,10500.0
ORD000076,PROD0001,1,0.0,85000.0,17000.0
ORD000077,PROD0020,4,0.0,96000.0,28000.0
ORD000077,PROD0004,1,0.2,960.0,310.0
ORD000078,PROD0014,1,0.0,28000.0,9000.0
ORD000078,PROD0001,1,0.0,85000.0,17000.0
ORD000079,PROD0006,4,0.0,8800.0,4000.0
ORD000080,PROD0028,1,0.2,1440.0,490.0
ORD000081,PROD0003,2,0.15,178500.0,8500.0
ORD000082,PROD0015,1,0.2,6800.0,1800.0
ORD000082,PROD0005,1,0.0,4500.0,1800.0
ORD000083,PROD0023,1,0.1,2250.0,950.0
ORD000084,PROD0009,2,0.0,110000.0,26000.0
ORD000084,PROD0004,1,0.2,960.0,310.0
ORD000085,PROD0018,2,0.0,1300.0,640.0
ORD000086,PROD0023,1,0.15,2125.0,825.0
ORD000086,PROD0020,4,0.0,96000.0,28000.0
ORD000087,PROD0018,1,0.15,552.5,222.5
ORD000087,PROD0015,2,0.05,16150.0,6150.0
ORD000088,PROD0013,5,0.2,64000.0,14000.0
ORD000089,PROD0014,1,0.0,28000.0,9000.0
ORD000089,PROD0007,5,0.2,88000.0,10500.0
ORD000089,PROD0006,1,0.0,2200.0,1000.0
ORD000090,PROD0001,1,0.15,72250.0,4250.0
ORD000091,PROD0007,1,0.0,22000.0,6500.0
ORD000091,PROD0006,1,0.1,1980.0,780.0
ORD000092,PROD0007,1,0.1,19800.0,4300.0
ORD000093,PROD0023,1,0.0,2500.0,1200.0
ORD000094,PROD0005,1,0.05,4275.0,1575.0
ORD000095,PROD0006,4,0.0,8800.0,4000.0
ORD000095,PROD0002,2,0.0,130000.0,28000.0
ORD000096,PROD0025,1,0.2,2800.0,1000.0
ORD000096,PROD0026,1,0.0,5500.0,2300.0
ORD000097,PROD0012,1,0.1,16200.0,5200.0
ORD000098,PROD0001,1,0.1,76500.0,8500.0
ORD000098,PROD0011,1,0.0,12000.0,4500.0
ORD000099,PROD0008,1,0.2,12000.0,1500.0
ORD000100,PROD0001,1,0.1,76500.0,8500.0
ORD000100,PROD0026,1,0.0,5500.0,2300.0
ORD000101,PROD0002,1,0.0,65000.0,14000.0
ORD000101,PROD0021,1,0.0,1800.0,850.0
ORD000102,PROD0013,2,0.15,27200.0,7200.0
ORD000103,PROD0003,2,0.05,199500.0,29500.0
ORD000104,PROD0004,1,0.2,960.0,310.0
ORD000105,PROD0028,4,0.2,5760.0,1960.0
ORD000106,PROD0014,2,0.05,53200.0,15200.0
ORD000107,PROD0006,1,0.0,2200.0,1000.0
ORD000108,PROD0001,1,0.0,85000.0,17000.0
ORD000109,PROD0002,5,0.0,325000.0,70000.0
ORD000110,PROD0025,1,0.2,2800.0,1000.0
ORD000110,PROD0010,4,0.0,88000.0,24000.0
ORD000111,PROD0005,1,0.05,4275.0,1575.0
ORD000112,PROD0011,1,0.1,10800.0,3300.0
ORD000113,PROD0003,1,0.15,89250.0,4250.0
ORD000114,PROD0022,2,0.0,1800.0,900.0
ORD000114,PROD0024,2,0.05,7980.0,3580.0
ORD000114,PROD0001,2,0.05,161500.0,25500.0
ORD000115,PROD0013,1,0.0,16000.0,6000.0
ORD000115,PROD0020,1,0.15,20400.0,3400.0
ORD000115,PROD0001,1,0.0,85000.0,17000.0
ORD000116,PROD0005,1,0.0,4500.0,1800.0
ORD000117,PROD0020,1,0.1,21600.0,4600.0
ORD000117,PROD0027,1,0.15,5525.0,1625.0
ORD000118,PROD0012,3,0.0,54000.0,21000.0
ORD000119,PROD0012,1,0.0,18000.0,7000.0
ORD000119,PROD0004,1,0.1,1080.0,430.0
ORD000120,PROD0011,2,0.2,19200.0,4200.0
ORD000120,PROD0018,1,0.2,520.0,190.0
ORD000121,PROD0013,5,0.15,68000.0,18000.0
ORD000122,PROD0020,3,0.05,68400.0,17400.0
ORD000123,PROD0018,1,0.1,585.0,255.0
ORD000124,PROD0005,1,0.0,4500.0,1800.0
ORD000124,PROD0007,3,0.1,59400.0,12900.0
ORD000125,PROD0010,1,0.0,22000.0,6000.0
ORD000126,PROD0008,1,0.15,12750.0,2250.0
ORD000127,PROD0003,1,0.0,105000.0,20000.0
ORD000127,PROD0019,1,0.1,13500.0,3000.0
ORD000128,PROD0005,1,0.0,4500.0,1800.0
ORD000128,PROD0003,1,0.1,94500.0,9500.0
ORD000129,PROD0025,4,0.2,11200.0,4000.0
ORD000129,PROD0017,3,0.0,1350.0,690.0
ORD000130,PROD0024,2,0.2,6720.0,2320.0
ORD000131,PROD0011,4,0.0,48000.0,18000.0
ORD000132,PROD0017,1,0.05,427.5,207.5
ORD000133,PROD0002,1,0.1,58500.0,7500.0
ORD000133,PROD0017,4,0.05,1710.0,830.0
ORD000133,PROD0006,1,0.05,2090.0,890.0
ORD000134,PROD0023,3,0.0,7500.0,3600.0
ORD000135,PROD0006,1,0.15,1870.0,670.0
ORD000136,PROD0024,1,0.0,4200.0,2000.0
ORD000137,PROD0011,1,0.0,12000.0,4500.0
ORD000138,PROD0001,1,0.1,76500.0,8500.0
ORD000138,PROD0002,1,0.0,65000.0,14000.0
ORD000139,PROD0024,5,0.05,19950.0,8950.0
ORD000139,PROD0023,1,0.0,2500.0,1200.0
ORD000140,PROD0001,1,0.2,68000.0,0.0
ORD000140,PROD0017,2,0.0,900.0,460.0
ORD000141,PROD0004,1,0.0,1200.0,550.0
ORD000142,PROD0028,3,0.05,5130.0,2280.0
ORD000143,PROD0024,1,0.0,4200.0,2000.0
ORD000143,PROD0021,1,0.05,1710.0,760.0
ORD000144,PROD0015,2,0.1,15300.0,5300.0
ORD000145,PROD0025,2,0.15,5950.0,2350.0
ORD000145,PROD0019,2,0.0,30000.0,9000.0
ORD000146,PROD0018,2,0.0,1300.0,640.0
ORD000147,PROD0027,4,0.2,20800.0,5200.0
ORD000148,PROD0018,5,0.05,3087.5,1437.5
ORD000148,PROD0014,1,0.0,28000.0,9000.0
ORD000148,PROD0016,1,0.1,6300.0,2100.0
ORD000149,PROD0019,1,0.0,15000.0,4500.0
ORD000149,PROD0017,1,0.0,450.0,230.0
ORD000150,PROD0024,4,0.0,16800.0,8000.0
ORD000150,PROD0027,4,0.1,23400.0,7800.0
ORD000150,PROD0008,3,0.0,45000.0,13500.0
ORD000151,PROD0020,2,0.0,48000.0,14000.0
ORD000152,PROD0011,1,0.1,10800.0,3300.0
ORD000152,PROD0017,4,0.0,1800.0,920.0
ORD000153,PROD0001,1,0.0,85000.0,17000.0
ORD000154,PROD0022,1,0.0,900.0,450.0
ORD000154,PROD0001,1,0.0,85000.0,17000.0
ORD000155,PROD0014,1,0.0,28000.0,9000.0
ORD000156,PROD0019,2,0.0,30000.0,9000.0
ORD000157,PROD0023,1,0.05,2375.0,1075.0
ORD000158,PROD0005,2,0.0,9000.0,3600.0
ORD000159,PROD0005,1,0.15,3825.0,1125.0
ORD000160,PROD0026,2,0.1,9900.0,3500.0
ORD000160,PROD0005,3,0.15,11475.0,3375.0
ORD000161,PROD0005,2,0.1,8100.0,2700.0
ORD000162,PROD0025,1,0.0,3500.0,1700.0
ORD000163,PROD0013,1,0.1,14400.0,4400.0
ORD000164,PROD0003,1,0.15,89250.0,4250.0
ORD000165,PROD0005,1,0.2,3600.0,900.0
ORD000166,PROD0021,1,0.0,1800.0,850.0
ORD000166,PROD0007,1,0.05,20900.0,5400.0
ORD000166,PROD0014,1,0.0,28000.0,9000.0
ORD000167,PROD0020,1,0.2,19200.0,2200.0
ORD000168,PROD0005,2,0.0,9000.0,3600.0
ORD000168,PROD0018,1,0.15,552.5,222.5
ORD000169,PROD0003,2,0.2,168000.0,-2000.0
ORD000170,PROD0011,2,0.0,24000.0,9000.0
ORD000170,PROD0012,2,0.05,34200.0,12200.0
ORD000171,PROD0002,1,0.1,58500.0,7500.0
ORD000172,PROD0002,1,0.05,61750.0,10750.0
ORD000173,PROD0003,1,0.0,105000.0,20000.0
ORD000174,PROD0015,1,0.0,8500.0,3500.0
ORD000175,PROD0024,1,0.0,4200.0,2000.0
ORD000175,PROD0006,2,0.15,3740.0,1340.0
ORD000176,PROD0012,1,0.0,18000.0,7000.0
ORD000177,PROD0009,2,0.0,110000.0,26000.0
ORD000177,PROD0018,1,0.05,617.5,287.5
ORD000178,PROD0011,1,0.2,9600.0,2100.0
ORD000179,PROD0024,1,0.05,3990.0,1790.0
ORD000179,PROD0025,2,0.0,7000.0,3400.0
ORD000180,PROD0005,1,0.0,4500.0,1800.0
ORD000180,PROD0015,3,0.0,25500.0,10500.0
ORD000181,PROD0001,1,0.0,85000.0,17000.0
ORD000182,PROD0001,1,0.15,72250.0,4250.0
ORD000183,PROD0021,4,0.0,7200.0,3400.0
ORD000183,PROD0007,1,0.0,22000.0,6500.0
ORD000184,PROD0012,2,0.05,34200.0,12200.0
ORD000185,PROD0014,1,0.0,28000.0,9000.0
ORD000186,PROD0025,2,0.2,5600.0,2000.0
ORD000186,PROD0004,1,0.0,1200.0,550.0
ORD000186,PROD0024,1,0.0,4200.0,2000.0
ORD000187,PROD0028,1,0.2,1440.0,490.0
ORD000188,PROD0012,4,0.2,57600.0,13600.0
ORD000189,PROD0005,3,0.0,13500.0,5400.0
ORD000190,PROD0020,1,0.1,21600.0,4600.0
ORD000190,PROD0015,3,0.0,25500.0,10500.0
ORD000190,PROD0014,2,0.0,56000.0,18000.0
ORD000190,PROD0028,1,0.2,1440.0,490.0
ORD000191,PROD0006,2,0.15,3740.0,1340.0
ORD000192,PROD0001,1,0.0,85000.0,17000.0
ORD000193,PROD0010,2,0.0,44000.0,12000.0
ORD000193,PROD0017,4,0.0,1800.0,920.0
ORD000194,PROD0028,1,0.0,1800.0,850.0
ORD000195,PROD0010,2,0.15,37400.0,5400.0
ORD000196,PROD0018,4,0.0,2600.0,1280.0
ORD000196,PROD0005,1,0.2,3600.0,900.0
ORD000197,PROD0027,2,0.2,10400.0,2600.0
ORD000197,PROD0009,1,0.0,55000.0,13000.0
ORD000198,PROD0026,1,0.05,5225.0,2025.0
ORD000199,PROD0009,1,0.2,44000.0,2000.0
ORD000199,PROD0026,1,0.0,5500.0,2300.0
ORD000200,PROD0023,2,0.2,4000.0,1400.0
ORD000201,PROD0018,1,0.0,650.0,320.0
ORD000202,PROD0001,3,0.05,242250.0,38250.0
ORD000203,PROD0008,1,0.1,13500.0,3000.0
ORD000204,PROD0017,3,0.2,1080.0,420.0
ORD000204,PROD0028,1,0.0,1800.0,850.0
ORD000205,PROD0009,2,0.05,104500.0,20500.0
ORD000206,PROD0013,1,0.2,12800.0,2800.0
ORD000207,PROD0012,1,0.0,18000.0,7000.0
ORD000207,PROD0028,5,0.0,9000.0,4250.0
ORD000208,PROD0027,3,0.0,19500.0,7800.0
ORD000209,PROD0024,1,0.2,3360.0,1160.0
ORD000210,PROD0008,1,0.15,12750.0,2250.0
ORD000210,PROD0028,1,0.0,1800.0,850.0
ORD000211,PROD0017,1,0.0,450.0,230.0
ORD000211,PROD0014,1,0.0,28000.0,9000.0
ORD000212,PROD0021,1,0.0,1800.0,850.0
ORD000212,PROD0028,5,0.0,9000.0,4250.0
ORD000213,PROD0023,1,0.1,2250.0,950.0
ORD000214,PROD0027,2,0.1,11700.0,3900.0
ORD000215,PROD0002,1,0.0,65000.0,14000.0
ORD000215,PROD0003,1,0.05,99750.0,14750.0
ORD000215,PROD0026,3,0.0,16500.0,6900.0
ORD000216,PROD0023,1,0.0,2500.0,1200.0
ORD000217,PROD0015,2,0.05,16150.0,6150.0
ORD000217,PROD0025,1,0.15,2975.0,1175.0
ORD000218,PROD0021,2,0.0,3600.0,1700.0
ORD000219,PROD0012,2,0.2,28800.0,6800.0
ORD000219,PROD0022,5,0.15,3825.0,1575.0
ORD000220,PROD0004,2,0.0,2400.0,1100.0
ORD000221,PROD0021,3,0.0,5400.0,2550.0
ORD000221,PROD0015,3,0.0,25500.0,10500.0
ORD000222,PROD0003,4,0.0,420000.0,80000.0
ORD000222,PROD0007,1,0.1,19800.0,4300.0
ORD000223,PROD0004,1,0.0,1200.0,550.0
ORD000224,PROD0022,3,0.1,2430.0,1080.0
ORD000224,PROD0028,2,0.05,3420.0,1520.0
ORD000225,PROD0015,2,0.0,17000.0,7000.0
ORD000226,PROD0015,4,0.0,34000.0,14000.0
ORD000226,PROD0004,1,0.1,1080.0,430.0
ORD000227,PROD0004,2,0.2,1920.0,620.0
ORD000227,PROD0025,1,0.0,3500.0,1700.0
ORD000228,PROD0025,2,0.05,6650.0,3050.0
ORD000228,PROD0019,1,0.05,14250.0,3750.0
ORD000229,PROD0018,1,0.2,520.0,190.0
ORD000229,PROD0007,1,0.05,20900.0,5400.0
ORD000230,PROD0018,3,0.0,1950.0,960.0
ORD000230,PROD0028,1,0.0,1800.0,850.0
ORD000230,PROD0004,1,0.15,1020.0,370.0
ORD000231,PROD0018,2,0.05,1235.0,575.0
ORD000231,PROD0012,3,0.1,48600.0,15600.0
ORD000232,PROD0006,2,0.15,3740.0,1340.0
ORD000233,PROD0007,1,0.05,20900.0,5400.0
ORD000233,PROD0026,4,0.0,22000.0,9200.0
ORD000233,PROD0025,4,0.0,14000.0,6800.0
ORD000234,PROD0002,2,0.05,123500.0,21500.0
ORD000235,PROD0025,2,0.2,5600.0,2000.0
ORD000235,PROD0013,1,0.05,15200.0,5200.0
ORD000236,PROD0001,3,0.15,216750.0,12750.0
ORD000236,PROD0013,2,0.0,32000.0,12000.0
ORD000237,PROD0023,1,0.1,2250.0,950.0
ORD000238,PROD0012,2,0.0,36000.0,14000.0
ORD000238,PROD0023,1,0.0,2500.0,1200.0
ORD000239,PROD0027,3,0.2,15600.0,3900.0
ORD000239,PROD0014,1,0.0,28000.0,9000.0
ORD000240,PROD0001,1,0.0,85000.0,17000.0
ORD000241,PROD0027,2,0.2,10400.0,2600.0
ORD000242,PROD0026,1,0.2,4400.0,1200.0
ORD000243,PROD0024,2,0.1,7560.0,3160.0
ORD000244,PROD0008,2,0.0,30000.0,9000.0
ORD000245,PROD0010,1,0.0,22000.0,6000.0
ORD000246,PROD0010,3,0.15,56100.0,8100.0
ORD000247,PROD0026,3,0.2,13200.0,3600.0
ORD000248,PROD0028,1,0.0,1800.0,850.0
ORD000249,PROD0003,1,0.15,89250.0,4250.0
ORD000250,PROD0026,2,0.05,10450.0,4050.0
ORD000251,PROD0013,2,0.0,32000.0,12000.0
ORD000251,PROD0023,2,0.1,4500.0,1900.0
ORD000252,PROD0008,1,0.0,15000.0,4500.0
ORD000252,PROD0010,1,0.2,17600.0,1600.0
ORD000252,PROD0018,1,0.2,520.0,190.0
ORD000253,PROD0016,1,0.2,5600.0,1400.0
ORD000254,PROD0016,2,0.05,13300.0,4900.0
ORD000254,PROD0017,3,0.0,1350.0,690.0
ORD000254,PROD0027,1,0.0,6500.0,2600.0
ORD000254,PROD0026,2,0.0,11000.0,4600.0
ORD000255,PROD0028,1,0.2,1440.0,490.0
ORD000255,PROD0004,1,0.05,1140.0,490.0
ORD000256,PROD0011,1,0.1,10800.0,3300.0
ORD000256,PROD0026,1,0.1,4950.0,1750.0
ORD000256,PROD0004,1,0.0,1200.0,550.0
ORD000257,PROD0009,1,0.2,44000.0,2000.0
ORD000258,PROD0002,3,0.05,185250.0,32250.0
ORD000258,PROD0025,1,0.15,2975.0,1175.0
ORD000258,PROD0022,1,0.0,900.0,450.0
ORD000259,PROD0010,1,0.15,18700.0,2700.0
ORD000260,PROD0012,1,0.2,14400.0,3400.0
ORD000260,PROD0025,1,0.0,3500.0,1700.0
ORD000261,PROD0003,1,0.0,105000.0,20000.0
ORD000262,PROD0002,3,0.05,185250.0,32250.0
ORD000263,PROD0013,3,0.2,38400.0,8400.0
ORD000264,PROD0018,2,0.05,1235.0,575.0
ORD000264,PROD0021,2,0.0,3600.0,1700.0
ORD000265,PROD0016,1,0.0,7000.0,2800.0
ORD000266,PROD0025,1,0.05,3325.0,1525.0
ORD000267,PROD0003,3,0.1,283500.0,28500.0
ORD000268,PROD0023,2,0.05,4750.0,2150.0
ORD000268,PROD0015,1,0.1,7650.0,2650.0
ORD000269,PROD0009,2,0.05,104500.0,20500.0
ORD000270,PROD0013,3,0.0,48000.0,18000.0
ORD000270,PROD0005,2,0.2,7200.0,1800.0
ORD000271,PROD0002,1,0.05,61750.0,10750.0
ORD000272,PROD0001,1,0.05,80750.0,12750.0
ORD000273,PROD0005,4,0.2,14400.0,3600.0
ORD000273,PROD0016,3,0.0,21000.0,8400.0
ORD000274,PROD0007,4,0.05,83600.0,21600.0
ORD000274,PROD0024,1,0.15,3570.0,1370.0
ORD000274,PROD0018,1,0.1,585.0,255.0
ORD000275,PROD0017,1,0.1,405.0,185.0
ORD000276,PROD0020,1,0.15,20400.0,3400.0
ORD000276,PROD0002,2,0.2,104000.0,2000.0
ORD000277,PROD0017,5,0.1,2025.0,925.0
ORD000278,PROD0006,2,0.2,3520.0,1120.0
ORD000278,PROD0002,1,0.0,65000.0,14000.0
ORD000279,PROD0012,2,0.15,30600.0,8600.0
ORD000280,PROD0027,2,0.0,13000.0,5200.0
ORD000281,PROD0019,1,0.0,15000.0,4500.0
ORD000282,PROD0011,1,0.0,12000.0,4500.0
ORD000282,PROD0020,2,0.0,48000.0,14000.0
ORD000282,PROD0028,1,0.15,1530.0,580.0
ORD000283,PROD0014,1,0.05,26600.0,7600.0
ORD000283,PROD0015,1,0.05,8075.0,3075.0
ORD000284,PROD0011,1,0.0,12000.0,4500.0
ORD000285,PROD0003,2,0.2,168000.0,-2000.0
ORD000286,PROD0027,2,0.0,13000.0,5200.0
ORD000287,PROD0006,1,0.2,1760.0,560.0
ORD000288,PROD0027,1,0.15,5525.0,1625.0
ORD000289,PROD0002,2,0.0,130000.0,28000.0
ORD000290,PROD0005,1,0.0,4500.0,1800.0
ORD000290,PROD0016,3,0.2,16800.0,4200.0
ORD000290,PROD0004,1,0.05,1140.0,490.0
ORD000291,PROD0004,4,0.0,4800.0,2200.0
ORD000292,PROD0002,2,0.0,130000.0,28000.0
ORD000293,PROD0018,1,0.0,650.0,320.0
ORD000293,PROD0012,3,0.05,51300.0,18300.0
ORD000294,PROD0008,1,0.0,15000.0,4500.0
ORD000294,PROD0002,3,0.1,175500.0,22500.0
ORD000295,PROD0019,3,0.0,45000.0,13500.0
ORD000296,PROD0006,2,0.1,3960.0,1560.0
ORD000297,PROD0001,5,0.0,425000.0,85000.0
ORD000297,PROD0004,1,0.05,1140.0,490.0
ORD000298,PROD0027,1,0.05,6175.0,2275.0
ORD000299,PROD0028,1,0.05,1710.0,760.0
ORD000300,PROD0025,3,0.0,10500.0,5100.0
ORD000300,PROD0001,1,0.0,85000.0,17000.0
ORD000300,PROD0007,1,0.2,17600.0,2100.0
ORD000301,PROD0011,2,0.0,24000.0,9000.0
ORD000302,PROD0007,1,0.05,20900.0,5400.0
ORD000303,PROD0006,3,0.05,6270.0,2670.0
ORD000303,PROD0009,2,0.2,88000.0,4000.0
ORD000304,PROD0026,1,0.1,4950.0,1750.0
ORD000305,PROD0015,1,0.0,8500.0,3500.0
ORD000306,PROD0001,4,0.0,340000.0,68000.0
ORD000306,PROD0018,2,0.2,1040.0,380.0
ORD000306,PROD0008,4,0.0,60000.0,18000.0
ORD000307,PROD0012,2,0.1,32400.0,10400.0
ORD000308,PROD0018,1,0.1,585.0,255.0
ORD000308,PROD0011,1,0.1,10800.0,3300.0
ORD000309,PROD0015,2,0.2,13600.0,3600.0
ORD000310,PROD0018,3,0.0,1950.0,960.0
ORD000311,PROD0004,1,0.15,1020.0,370.0
ORD000311,PROD0027,1,0.2,5200.0,1300.0
ORD000311,PROD0013,2,0.05,30400.0,10400.0
ORD000312,PROD0027,1,0.05,6175.0,2275.0
ORD000313,PROD0021,1,0.0,1800.0,850.0
ORD000314,PROD0006,2,0.0,4400.0,2000.0
ORD000315,PROD0007,2,0.0,44000.0,13000.0
ORD000316,PROD0021,1,0.05,1710.0,760.0
ORD000316,PROD0019,2,0.1,27000.0,6000.0
ORD000317,PROD0014,1,0.15,23800.0,4800.0
ORD000317,PROD0010,1,0.0,22000.0,6000.0
ORD000317,PROD0027,2,0.2,10400.0,2600.0
ORD000318,PROD0006,1,0.15,1870.0,670.0
ORD000318,PROD0002,4,0.1,234000.0,30000.0
ORD000318,PROD0018,4,0.2,2080.0,760.0
ORD000319,PROD0002,1,0.2,52000.0,1000.0
ORD000320,PROD0012,2,0.0,36000.0,14000.0
ORD000321,PROD0008,1,0.1,13500.0,3000.0
ORD000321,PROD0020,2,0.0,48000.0,14000.0
ORD000321,PROD0002,2,0.0,130000.0,28000.0
ORD000322,PROD0012,1,0.0,18000.0,7000.0
ORD000322,PROD0007,4,0.0,88000.0,26000.0
ORD000322,PROD0008,1,0.0,15000.0,4500.0
